EclipseNumber,BJD,Error
88770,2460313.3169953753,0.0001292777404683
88770,2460313.412422088,0.000116676635296
88772,2460313.508264596,0.0001414647913382
88814,2460317.525427832,0.0002123102154094
88815,2460317.62117284,0.00014070325469
88816,2460317.7167650894,0.0001754044135152
88817,2460317.812428139,0.0001480408620002
88818,2460317.907988873,0.0002083461084951
88819,2460318.0039392808,0.0001345499812992
88819,2460318.09902174,0.0002023399653735
88821,2460318.195122021,0.0001476852416564
88821,2460318.2902025166,0.00016182924628
88823,2460318.3862439054,0.000185978342168
88824,2460318.482053048,0.000128864746539
88825,2460318.5776886223,0.000113540730764
88825,2460318.672989032,0.0001170599586522
88826,2460318.768537332,0.0001335219549975
88828,2460318.8644802915,0.0001326785452113
88829,2460318.9600815666,0.0001396077874139
88830,2460319.0558148776,0.0001318171296069
88831,2460319.151318142,0.0001156626992002
88835,2460319.534051873,0.0001421025840623
88836,2460319.6295924694,0.0001433814411212
88837,2460319.725211526,0.0001571339162381
88838,2460319.820956483,0.0001284195651391
88839,2460319.916637298,0.0001152975645044
88840,2460320.0122539173,0.0001221037490258
88841,2460320.1078297542,0.0001329863986948
88842,2460320.2035473003,0.0001369639410963
88843,2460320.299301811,0.0001707466575989
88844,2460320.395023253,0.0001203369904734
88844,2460320.4902976067,0.0001384347225427
88845,2460320.5858724103,0.0001424653757518
88846,2460320.681654151,8.796498248609807e-05
88847,2460320.7772911927,0.0001061743742709
88849,2460320.8730438324,0.0001157186207091
88850,2460320.9688472087,0.0001426778886087
88851,2460321.064253252,0.0001481454240657
88852,2460321.1600162373,0.0001188136739746
88853,2460321.2556559695,0.0001166960891595
88854,2460321.3513544374,0.0001124702174809
88854,2460321.446734504,0.000161423335894
88856,2460321.542610287,0.0001269738925809
88857,2460321.6382598504,0.0001285008360823
88858,2460321.7338749487,0.0001789070715733
88859,2460321.8296469036,0.0001467104562227
88860,2460321.925193928,0.0001520090557747
88861,2460322.0208429624,0.0001301151143458
88861,2460322.1162938946,0.0001361570290663
88863,2460322.212043768,0.0001250426264334
88864,2460322.3076829277,0.000120320812642
88865,2460322.4035400134,0.0001367004649877
88866,2460322.4990155394,0.0001020185421805
88867,2460322.594631592,0.0001298682387846
88868,2460322.785724437,0.0001393294393749
88868,2460322.690472766,0.0001020916000675
88870,2460322.881767706,0.0001689837335344
88870,2460322.977175517,0.0001411301668953
88872,2460323.0728827766,0.0001332874231849
88873,2460323.168517216,0.0001227226336187
88874,2460323.2641977877,0.0001187944090424
88875,2460323.4553924245,0.0001112591521567
88875,2460323.359878124,0.000137870400458
88877,2460323.5511095845,0.0001228567467735
88878,2460323.646882649,0.0001233156100482
88879,2460323.7424930846,0.0001223919598348
88880,2460323.8380066063,0.0001293295581355
88880,2460323.9336493937,0.0001415623842311
88882,2460324.029378891,9.62602531037615e-05
88883,2460324.125011599,0.0001218906445546
88884,2460324.2206587894,0.0001363737497889
88885,2460324.316309,5.44e-05
88885,2460324.3162890766,0.0001044013190277
88886,2460324.4120748406,9.711021413982334e-05
88886,2460324.5074196807,0.0001287584559671
88888,2460324.6034443285,0.0001338398950517
88889,2460324.6989639048,0.0001285194974132
88890,2460324.7946032137,0.0001514983294192
88891,2460324.8903539414,0.0001106632030388
88892,2460324.985770753,0.0001383702642612
88893,2460325.1768894605,0.0001372379651408
88893,2460325.0815145406,0.000109994868725
88895,2460325.2728778967,0.0001254997035318
88896,2460325.368315,7.5e-05
88896,2460325.368401808,0.0001380504580648
88897,2460325.4640818923,0.0001311472207217
88898,2460325.5597044397,0.0001351521068551
88899,2460325.7509263256,0.0001110437228495
88899,2460325.6553448574,9.654573974202052e-05
88903,2460326.1333797155,0.0001121086428619
88904,2460326.22910642,0.0001090488471876
88906,2460326.3248986523,0.0001241081553304
88907,2460326.420553481,0.0001207613782459
88907,2460326.516088898,9.193105726171684e-05
88908,2460326.611748193,0.0001261954792504
88910,2460326.7074422664,0.0001049931042022
88911,2460326.8033384685,0.0001114235636357
88912,2460326.898873705,0.0001207011615909
88913,2460326.994377708,0.0001521887034461
88914,2460327.09012986,0.0001338875061983
88915,2460327.1857565898,0.0001584375370622
88916,2460327.2813086705,0.0001388524786508
88917,2460327.37756445,0.0001660025863918
88928,2460328.429138,3.92e-05
88980,2460333.4982973007,0.0001352079174492
88981,2460333.5938275233,0.0001578715365724
88982,2460333.6894960534,0.0001762822306856
88984,2460333.7855489585,0.0001364195291156
88985,2460333.8811075212,0.0001598951471637
88987,2460334.0722291456,0.0001517421680413
88988,2460334.168101563,0.0001461807056814
88989,2460334.263701736,0.000124466187808
88989,2460334.3591071046,0.0001564699115744
88991,2460334.45495002,0.0001472487939098
88992,2460334.550439778,0.0001439888587508
88992,2460334.645984228,9.985053002541112e-05
88994,2460334.741795304,0.0001101362536394
88995,2460334.8373994064,0.0001500644447223
88996,2460334.9330272316,0.0001340168147007
88997,2460335.028767157,0.0001691118484291
88997,2460335.124127612,0.000151056446453
88999,2460335.220148821,0.0001382275134578
89000,2460335.3157169297,0.0001561190121803
89001,2460335.4112711702,0.000122541000807
89002,2460335.5070747314,0.0001311888169303
89003,2460335.602701875,0.0001334622954387
89004,2460335.698491008,0.0001464451743795
89005,2460335.7938715895,0.000157929193145
89006,2460335.8895814465,0.0001142118538149
89007,2460335.985418195,0.0001254324408823
89008,2460336.080851576,0.0001502182986959
89008,2460336.176355559,0.0001279015283696
89010,2460336.27210368,0.000135366640202
89010,2460336.3676659446,0.000118518046103
89012,2460336.463424899,0.0001425977778702
89013,2460336.5592543636,0.0001494488280086
89014,2460336.6547490577,0.0001228347706988
89015,2460336.750437578,0.000139055662876
89015,2460336.845757256,0.0001489452887166
89017,2460336.9419227224,0.0001613443942803
89017,2460337.037220332,0.0001293373438104
89018,2460337.1327088466,0.0001440847234049
89020,2460337.2285551294,0.0001636225315366
89021,2460337.3244381216,0.0001386270506442
89022,2460337.419893195,0.0001395061618903
89022,2460337.515457968,0.0001406918380295
89024,2460337.611196673,8.651045522587364e-05
89024,2460337.7066188585,0.0001488002516369
89026,2460337.802516656,0.000110792915944
89026,2460337.8979585404,0.0001071607371148
89027,2460337.9936256367,0.0001352561340991
89029,2460338.0895105912,0.0001364750278382
89029,2460338.1848467323,0.0001450630280849
89031,2460338.3762539094,0.000155313268843
89031,2460338.280729929,0.0001116436742726
89033,2460338.472280559,8.681878996060987e-05
89033,2460338.567462469,9.71328502178543e-05
89034,2460338.663173686,0.0001084457247356
89036,2460338.7589547834,0.0001145234529723
89036,2460338.8545240127,0.0001566056658949
89037,2460338.9500899888,0.0001660827227377
89039,2460339.0460836375,0.000160226180952
89040,2460339.141572362,0.000132774883099
89041,2460339.2374626556,0.0001469419146479
89042,2460339.3328358247,0.0001258204772103
89043,2460339.4285195074,0.0001340586830202
89043,2460339.42851031,0.0001321444049
89084,2460343.350071,3.94e-05
89252,2460359.418595,4.63e-05
89253,2460359.514257,3.59e-05
89722,2460404.372588,3.01e-05
89869,2460418.432702,4.2e-05
89931,2460424.362793,3.13e-05
90099,2460440.43147,0.0001103
90580,2460486.437558,3.68e-05
91061,2460532.443518,3.24e-05
91062,2460532.539166,3.24e-05
91218,2460547.460151,5.09e-05
91219,2460547.55567,6.25e-05
91260,2460551.477245,4.63e-05
91261,2460551.572928,4.86e-05
91335,2460558.650755,4.28e-05
91386,2460563.528754,5.21e-05
91438,2460568.502438,4.98e-05
91439,2460568.598018,6.71e-05
91607,2460584.666677,3.47e-05
91815,2460604.5612,4.4e-05
91816,2460604.656902,5.79e-05
91982,2460620.534087,5.44e-05
91992,2460621.490572,0.00011
92006,2460622.829684,2.89e-05
92045,2460626.559921,3.72e-05
92129,2460634.59427,5.21e-05
92284,2460649.419527,1.97e-05
92285,2460649.515161,1.62e-05
92399,2460660.418885,5.79e-05
92471,2460667.305371,5.9e-05
92472,2460667.401067,3.36e-05
92473,2460667.496761,2.78e-05
92474,2460667.592384,3.13e-05
92475,2460667.68801,5.09e-05
92482,2460668.357523,2.89e-05
92483,2460668.453262,5.32e-05
92484,2460668.548868,3.13e-05
92485,2460668.644487,3.13e-05
92486,2460668.740104,1.39e-05
92502,2460670.270484,4.63e-05
92503,2460670.366131,3.47e-05
92504,2460670.461756,2.31e-05
92506,2460670.653046,2.43e-05
92670,2460686.339142,5.67e-05
92671,2460686.434653,5.67e-05
92672,2460686.530545,0.0001134
92673,2460686.626074,3.94e-05
92797,2460698.486289,4.13e-05
92879,2460706.329336,3.36e-05
92880,2460706.42494,4.17e-05
92901,2460708.433584,2.08e-05
92933,2460711.494193,3.01e-05
92934,2460711.58986,2.08e-05
92935,2460711.685558,3.24e-05
93036,2460721.345835,4.51e-05
93119,2460729.284486,3.82e-05
93120,2460729.380105,1.97e-05
93121,2460729.47585,3.03e-05
93163,2460733.493009,3.24e-05
93165,2460733.684231,3.13e-05
93214,2460738.370942,2.43e-05
93215,2460738.466611,4.17e-05
93216,2460738.562213,3.82e-05
93217,2460738.65788,3.94e-05
93362,2460752.526594,2.66e-05
93371,2460753.387526,2.55e-05
93434,2460759.413233,2.66e-05
93435,2460759.508909,2.55e-05
93528,2460768.403931,6.6e-05
93529,2460768.499673,5.44e-05
93530,2460768.595382,6.02e-05
93580,2460773.377709,6.93e-05
93779,2460792.411352,2.89e-05
93968,2460810.488566,7.2e-05
94166,2460829.426634,5.41e-05
94250,2460837.460921,8.33e-05
